1_attr_female,2_attr_male,3_attr_female_0,4_attr_female_1,5_attr_male_0,6_attr_male_1,7_attr_female_0,8_attr_female_1,9_attr_female_2,10_attr_male_0,11_attr_male_1,12_attr_male_2,13_attr_female_0,14_attr_female_1,15_attr_female_2,16_attr_female_3,17_attr_male_0,18_attr_male_1,19_attr_male_2,20_attr_male_3,21_attr_female_0,22_attr_female_1,23_attr_female_2,24_attr_female_3,25_attr_female_4,26_attr_male_0,27_attr_male_1,28_attr_male_2,29_attr_male_3,30_attr_male_4,categories
0.501569,0.498161,0.25963,0.247775,0.252926,0.239534,0.162193,0.177434,0.168899,0.151604,0.170786,0.168983,0.132381,0.126972,0.110618,0.136469,0.129917,0.131762,0.124115,0.10769,0.109977,0.103657,0.10995,0.099321,0.081164,0.097495,0.103555,0.10439,0.082713,0.107716,female
0.514152,0.48563,0.258984,0.262519,0.251324,0.227067,0.168869,0.186588,0.165833,0.139762,0.172221,0.166649,0.142214,0.124218,0.115913,0.138343,0.130831,0.130806,0.120979,0.096636,0.117737,0.107453,0.110764,0.09506,0.086863,0.092775,0.104113,0.103858,0.073099,0.108228,female
0.515301,0.484513,0.250083,0.27929,0.26251,0.208021,0.189938,0.184435,0.152767,0.126401,0.185825,0.160566,0.147673,0.111901,0.13355,0.136002,0.143416,0.130039,0.109531,0.087838,0.116157,0.118125,0.104735,0.08497,0.100675,0.08378,0.117104,0.098123,0.066034,0.110258,female
0.507765,0.491832,0.25176,0.265295,0.256242,0.2265,0.181208,0.176436,0.160694,0.14158,0.176791,0.163142,0.136233,0.119937,0.131496,0.132557,0.134677,0.127988,0.116691,0.100313,0.109591,0.110426,0.104128,0.094247,0.099212,0.091173,0.109059,0.099778,0.076263,0.106035,female
0.504587,0.495227,0.258348,0.25418,0.254537,0.232846,0.168268,0.179468,0.164307,0.147521,0.173928,0.166447,0.136724,0.121781,0.113659,0.137451,0.132675,0.131687,0.119209,0.106765,0.111225,0.108101,0.109758,0.094655,0.082923,0.093336,0.106157,0.102495,0.082714,0.108596,female
0.496539,0.503169,0.265068,0.232144,0.24455,0.258102,0.147575,0.17297,0.180486,0.165419,0.160984,0.172484,0.125183,0.135181,0.097811,0.13718,0.121099,0.131195,0.133012,0.119265,0.107584,0.095446,0.112385,0.107257,0.073009,0.105914,0.095155,0.106688,0.09134,0.10516,female
0.504864,0.494893,0.257626,0.255508,0.255902,0.230843,0.169866,0.178437,0.165607,0.144228,0.174254,0.167524,0.135833,0.123265,0.117419,0.136634,0.132812,0.1326,0.120018,0.101351,0.111026,0.107549,0.10883,0.095971,0.087107,0.093486,0.105955,0.103484,0.077437,0.109098,female
0.50205,0.497694,0.257534,0.251249,0.253691,0.237401,0.165514,0.177707,0.16656,0.149154,0.172198,0.168782,0.134023,0.124795,0.113506,0.135877,0.130778,0.132216,0.122655,0.106084,0.110783,0.105131,0.108447,0.097147,0.083918,0.096348,0.104393,0.103947,0.081606,0.108223,female
0.499798,0.499757,0.26109,0.243937,0.251277,0.243477,0.159445,0.176509,0.170996,0.154013,0.169017,0.169842,0.129601,0.128639,0.110402,0.136514,0.127947,0.131622,0.125162,0.109976,0.108938,0.100772,0.109993,0.100891,0.083376,0.098318,0.101528,0.104692,0.084435,0.106956,female
0.507468,0.492372,0.253229,0.263793,0.257499,0.225404,0.176359,0.180476,0.159192,0.141185,0.178813,0.163918,0.140938,0.118482,0.120748,0.135814,0.138027,0.130124,0.117503,0.098317,0.114031,0.112155,0.104943,0.092191,0.088263,0.092017,0.112064,0.100783,0.075308,0.108207,female
0.503061,0.496647,0.261217,0.24755,0.251349,0.239743,0.160894,0.179067,0.169798,0.151222,0.16938,0.169544,0.132862,0.128016,0.110063,0.137725,0.128252,0.132893,0.123775,0.10634,0.1116,0.102366,0.110651,0.099295,0.082903,0.097371,0.101542,0.104735,0.081193,0.108281,female
0.510776,0.489097,0.250203,0.271367,0.259078,0.219291,0.185016,0.180266,0.155821,0.134606,0.182045,0.162202,0.143736,0.116595,0.128156,0.133751,0.140973,0.128396,0.114425,0.093935,0.113169,0.115858,0.103382,0.090393,0.095559,0.087903,0.115156,0.099665,0.071154,0.107733,female
0.511025,0.488743,0.249167,0.27353,0.260244,0.216942,0.186428,0.179516,0.156534,0.132794,0.1818,0.162847,0.144429,0.116107,0.129104,0.133772,0.140273,0.130119,0.114125,0.092007,0.112677,0.116544,0.104428,0.089409,0.096441,0.087933,0.11431,0.100023,0.069336,0.108845,female
0.495558,0.50301,0.28295,0.204625,0.225916,0.285837,0.132063,0.160874,0.212873,0.175978,0.139834,0.177959,0.105279,0.146711,0.096255,0.146887,0.103069,0.128795,0.150726,0.121895,0.092733,0.082873,0.138818,0.115167,0.0721,0.113856,0.079713,0.116866,0.091779,0.095786,female
0.498596,0.50105,0.260062,0.243103,0.250127,0.246535,0.15893,0.1755,0.171383,0.155796,0.1677,0.170564,0.129531,0.128763,0.109399,0.136116,0.126906,0.131891,0.126639,0.110655,0.108557,0.101092,0.110109,0.10147,0.081459,0.099516,0.100395,0.105522,0.084816,0.106985,female
0.565402,0.433964,0.211707,0.368482,0.234622,0.184854,0.302091,0.149872,0.133616,0.115421,0.166146,0.13265,0.116871,0.097434,0.283757,0.108453,0.119642,0.100921,0.093539,0.079282,0.088342,0.095867,0.084956,0.074304,0.26927,0.071563,0.095767,0.078738,0.058556,0.082575,female
0.50581,0.494032,0.260331,0.251581,0.25225,0.235761,0.165422,0.179012,0.168773,0.146345,0.170725,0.169669,0.134796,0.12768,0.11261,0.137172,0.130314,0.132084,0.124413,0.10089,0.11141,0.105469,0.10948,0.09958,0.084157,0.096903,0.104559,0.105492,0.075959,0.106957,female
0.465866,0.533874,0.250603,0.208751,0.234266,0.306267,0.132395,0.153184,0.182947,0.212125,0.149184,0.170103,0.10985,0.144382,0.088186,0.119014,0.110454,0.123666,0.134765,0.169639,0.092992,0.083114,0.098383,0.122997,0.067256,0.111517,0.085531,0.102677,0.139775,0.095728,female
0.505063,0.494673,0.260989,0.249794,0.250204,0.238885,0.162388,0.180321,0.167343,0.153516,0.169142,0.167198,0.133415,0.124742,0.110912,0.138433,0.128355,0.130709,0.121442,0.111919,0.113289,0.103376,0.109044,0.097085,0.082489,0.095554,0.102046,0.103004,0.087374,0.106676,female
0.486798,0.512739,0.265388,0.21796,0.240899,0.275536,0.13877,0.161592,0.193274,0.178973,0.153637,0.173627,0.113588,0.155716,0.095967,0.126631,0.113283,0.129168,0.137158,0.128395,0.098559,0.087249,0.115694,0.110612,0.074744,0.113526,0.088332,0.109867,0.099737,0.101588,female
0.481994,0.517739,0.269253,0.204868,0.232838,0.292918,0.129184,0.151848,0.208503,0.195298,0.145436,0.169666,0.104086,0.168544,0.090952,0.121124,0.106147,0.123706,0.137884,0.147512,0.090972,0.079314,0.103732,0.149499,0.06986,0.114865,0.081659,0.104333,0.110591,0.095141,female
0.51207,0.487583,0.264446,0.249456,0.239158,0.246767,0.156647,0.182756,0.176184,0.1592,0.156997,0.168096,0.136686,0.132873,0.104385,0.13749,0.117029,0.129429,0.124735,0.117278,0.116672,0.103301,0.11181,0.103877,0.074115,0.099157,0.091568,0.104431,0.091785,0.103204,female
0.500625,0.499098,0.26896,0.234196,0.245323,0.251388,0.150137,0.176057,0.180866,0.159704,0.162598,0.17055,0.124945,0.138038,0.10253,0.138241,0.122224,0.130888,0.127941,0.115124,0.107664,0.095615,0.114226,0.108817,0.077063,0.102046,0.096382,0.105426,0.088159,0.104544,female
0.497698,0.501745,0.254674,0.247446,0.249104,0.248502,0.165904,0.173044,0.166068,0.159561,0.167579,0.167615,0.128344,0.125242,0.117469,0.13295,0.126408,0.128495,0.124804,0.116114,0.104641,0.101885,0.107934,0.099109,0.089385,0.097889,0.100598,0.103138,0.091246,0.104051,female
0.510905,0.488883,0.260407,0.260286,0.256388,0.222811,0.170096,0.185389,0.163394,0.138592,0.176478,0.165975,0.140847,0.121041,0.114487,0.140883,0.13481,0.133144,0.116495,0.098232,0.117144,0.109126,0.109857,0.092714,0.084958,0.090475,0.107554,0.102308,0.075065,0.110747,female
0.529595,0.470046,0.213752,0.333191,0.261286,0.191583,0.2637,0.1561,0.132381,0.117852,0.190085,0.13976,0.136627,0.096732,0.224614,0.111711,0.142051,0.109282,0.095897,0.083001,0.095058,0.12612,0.086193,0.073574,0.185325,0.072662,0.121352,0.083974,0.063604,0.092068,female
0.508045,0.491695,0.26311,0.251788,0.250644,0.234333,0.166211,0.182261,0.166723,0.1481,0.171242,0.165367,0.133557,0.125542,0.115309,0.140043,0.129502,0.12984,0.121211,0.104921,0.115033,0.10448,0.107824,0.098193,0.087473,0.096117,0.10414,0.101824,0.078257,0.106595,female
0.505614,0.494109,0.26216,0.249452,0.250797,0.237452,0.163384,0.179769,0.170071,0.147947,0.169304,0.169428,0.134224,0.128533,0.110324,0.138499,0.128743,0.132245,0.124467,0.102887,0.112193,0.104941,0.11047,0.101012,0.081002,0.096918,0.102313,0.105095,0.078194,0.107799,female
0.526871,0.472751,0.235554,0.307207,0.259867,0.197174,0.224248,0.174712,0.144,0.120018,0.185775,0.151123,0.153935,0.105124,0.162355,0.127036,0.143886,0.12208,0.103432,0.082035,0.109565,0.133204,0.097552,0.080529,0.121419,0.079124,0.120151,0.092,0.06198,0.104386,female
0.512348,0.48718,0.250303,0.268653,0.247202,0.233605,0.182293,0.175754,0.163303,0.148011,0.168062,0.162405,0.134171,0.122759,0.135451,0.130509,0.126815,0.125751,0.119524,0.104896,0.109985,0.102468,0.104118,0.096307,0.109567,0.093585,0.100566,0.099843,0.0809,0.102557,female
0.545978,0.453903,0.212639,0.354764,0.258831,0.173702,0.281699,0.162205,0.126334,0.105503,0.191956,0.132264,0.142821,0.090907,0.243819,0.113178,0.143642,0.105932,0.089624,0.070056,0.099363,0.128618,0.084288,0.068901,0.206493,0.068125,0.122355,0.078591,0.052231,0.09102,female
0.525022,0.474847,0.240717,0.301028,0.263265,0.194924,0.215498,0.17994,0.145004,0.117619,0.189741,0.152156,0.154647,0.104917,0.153037,0.131466,0.14736,0.124958,0.102826,0.080751,0.113512,0.130662,0.100172,0.078711,0.114556,0.078102,0.122493,0.092836,0.061133,0.107794,female
0.529302,0.470347,0.231658,0.309993,0.251677,0.206492,0.233726,0.165608,0.145291,0.126309,0.176795,0.152154,0.170478,0.10774,0.146829,0.122758,0.136551,0.120059,0.106522,0.088965,0.102366,0.149501,0.096395,0.083059,0.113407,0.081397,0.112009,0.09325,0.068439,0.100101,female
0.529302,0.470347,0.231658,0.309993,0.251677,0.206492,0.233726,0.165608,0.145291,0.126309,0.176795,0.152154,0.170478,0.10774,0.146829,0.122758,0.136551,0.120059,0.106522,0.088965,0.102366,0.149501,0.096395,0.083059,0.113407,0.081397,0.112009,0.09325,0.068439,0.100101,female
0.504891,0.494839,0.247928,0.269603,0.264729,0.217601,0.185773,0.175721,0.155417,0.136462,0.186018,0.160518,0.13733,0.113976,0.137229,0.131703,0.142193,0.129196,0.112576,0.095728,0.109556,0.111966,0.102762,0.087824,0.10358,0.087628,0.116013,0.097976,0.073744,0.108895,female
0.515252,0.484526,0.249382,0.277789,0.258707,0.214009,0.187093,0.183448,0.15561,0.131902,0.180868,0.160987,0.147601,0.114992,0.131374,0.13398,0.139891,0.128637,0.112762,0.090693,0.116208,0.116493,0.104795,0.088219,0.097894,0.086827,0.11419,0.098391,0.068745,0.108173,female
0.512231,0.487575,0.256191,0.267047,0.257983,0.218679,0.178652,0.182649,0.160596,0.136048,0.179723,0.162262,0.141137,0.118836,0.125757,0.137103,0.137599,0.130023,0.113734,0.09576,0.114485,0.111893,0.10721,0.091093,0.093972,0.087972,0.11134,0.099423,0.073475,0.109093,female
0.499391,0.500358,0.260121,0.244256,0.252422,0.243083,0.161222,0.174682,0.170967,0.152048,0.169337,0.171667,0.129381,0.129937,0.111656,0.134916,0.128005,0.132283,0.127104,0.106656,0.106814,0.101444,0.110114,0.101713,0.085257,0.10051,0.102731,0.104833,0.080267,0.10627,female
0.521901,0.477915,0.242086,0.291607,0.25466,0.211555,0.206887,0.176677,0.150785,0.130718,0.179474,0.155397,0.147159,0.11104,0.150218,0.128844,0.137939,0.122665,0.10863,0.093458,0.110139,0.122138,0.099382,0.085121,0.116561,0.082875,0.11345,0.094422,0.073162,0.102712,female
0.515878,0.483705,0.256504,0.270118,0.255206,0.217957,0.179737,0.184955,0.161298,0.134163,0.177305,0.162353,0.145187,0.119945,0.123967,0.137424,0.13655,0.129354,0.114812,0.09262,0.116853,0.113484,0.107715,0.092206,0.092578,0.08879,0.110594,0.099944,0.069765,0.10794,female
0.501882,0.497869,0.258211,0.249663,0.252341,0.239663,0.163953,0.177315,0.16812,0.150739,0.170177,0.169616,0.133497,0.126266,0.111926,0.135975,0.129316,0.132288,0.123714,0.106954,0.110475,0.104766,0.10925,0.098304,0.08247,0.096763,0.102702,0.104888,0.082434,0.107896,female
0.507629,0.491922,0.254075,0.262305,0.256103,0.227284,0.176045,0.179778,0.161217,0.140498,0.175536,0.166721,0.138871,0.120731,0.122249,0.135507,0.134393,0.131502,0.119168,0.097421,0.113057,0.110932,0.106068,0.094122,0.090299,0.092502,0.107979,0.102813,0.07362,0.108465,female
0.500496,0.499175,0.262701,0.243152,0.25244,0.241541,0.158132,0.176682,0.172686,0.152775,0.168922,0.170688,0.129969,0.128966,0.107475,0.13777,0.127645,0.133392,0.124369,0.110323,0.109294,0.101317,0.112039,0.100972,0.078839,0.097785,0.101077,0.105882,0.084723,0.107996,female
0.505804,0.493888,0.26174,0.250627,0.251734,0.235749,0.164851,0.179102,0.170301,0.146772,0.170304,0.168568,0.133511,0.128389,0.113765,0.137766,0.129331,0.131674,0.123072,0.102411,0.111391,0.104531,0.110748,0.099598,0.085,0.096155,0.103105,0.10434,0.077642,0.107423,female
0.522391,0.476896,0.248109,0.283093,0.247727,0.220702,0.198639,0.17537,0.158621,0.136931,0.170419,0.159797,0.1579,0.118258,0.124962,0.131544,0.130455,0.125453,0.114658,0.096519,0.109648,0.129881,0.104205,0.092016,0.094846,0.088731,0.105168,0.098164,0.073467,0.103694,female
0.509775,0.489927,0.246107,0.273528,0.256437,0.223776,0.190558,0.173624,0.157094,0.139716,0.177213,0.161693,0.137481,0.117634,0.14025,0.129673,0.134851,0.126657,0.115355,0.098017,0.108476,0.113094,0.101721,0.091729,0.106586,0.089762,0.109587,0.099153,0.074991,0.104832,female
0.518719,0.481112,0.25391,0.276714,0.257199,0.212094,0.184802,0.185827,0.158567,0.129109,0.180111,0.161526,0.148579,0.117402,0.12733,0.136949,0.139356,0.12946,0.112657,0.088222,0.117319,0.117461,0.106665,0.089391,0.095332,0.08611,0.113147,0.099872,0.065995,0.108672,female
0.514387,0.485347,0.249898,0.274477,0.255159,0.220329,0.181864,0.181624,0.161888,0.136334,0.176047,0.162145,0.146086,0.121396,0.127453,0.131811,0.135196,0.128664,0.114575,0.094742,0.114472,0.113372,0.104917,0.094925,0.095501,0.089032,0.109201,0.099303,0.072303,0.106913,female
0.504371,0.495245,0.256765,0.255089,0.254196,0.233757,0.170017,0.17751,0.165845,0.145792,0.17281,0.167878,0.135065,0.12388,0.117778,0.135839,0.131562,0.131669,0.121291,0.102799,0.110412,0.106941,0.10833,0.096655,0.087647,0.094168,0.105334,0.103595,0.079107,0.107723,female
0.516365,0.483483,0.253216,0.275,0.257907,0.213801,0.186152,0.183254,0.158068,0.130286,0.180427,0.161761,0.146727,0.116724,0.128585,0.136413,0.139673,0.12943,0.11335,0.089058,0.115277,0.118149,0.106349,0.089794,0.094285,0.087152,0.113675,0.099472,0.066906,0.108909,female
0.500357,0.499395,0.259069,0.246959,0.25225,0.241603,0.161849,0.176312,0.169827,0.152028,0.169868,0.170036,0.131847,0.128225,0.110808,0.135512,0.129174,0.13194,0.125053,0.107377,0.109474,0.102704,0.109085,0.100146,0.083394,0.098148,0.103027,0.105218,0.081661,0.107092,female
0.493054,0.506566,0.262813,0.232687,0.248028,0.256292,0.149562,0.172743,0.177001,0.163605,0.16368,0.173287,0.124138,0.133554,0.101944,0.135853,0.122687,0.133043,0.130353,0.118332,0.106722,0.095655,0.111184,0.105718,0.075797,0.103362,0.096349,0.107366,0.091134,0.106633,female
0.518005,0.481796,0.250451,0.280842,0.259476,0.209129,0.192878,0.183122,0.154087,0.127147,0.183017,0.159677,0.148368,0.112932,0.135374,0.135522,0.142001,0.128338,0.110473,0.086936,0.115331,0.120371,0.104532,0.086662,0.100339,0.084479,0.116104,0.09786,0.06568,0.108597,female
0.50872,0.490965,0.258203,0.259129,0.255312,0.227193,0.17231,0.18071,0.164259,0.141577,0.174378,0.166654,0.137742,0.122121,0.119552,0.137653,0.132945,0.132172,0.118958,0.098766,0.113397,0.108547,0.108278,0.095037,0.089232,0.092711,0.106389,0.102949,0.074464,0.108924,female
0.511328,0.488329,0.250326,0.271771,0.257876,0.219853,0.184379,0.180361,0.15716,0.135636,0.179198,0.163125,0.142955,0.116705,0.128594,0.135004,0.137883,0.129718,0.115435,0.0936,0.113412,0.115702,0.104493,0.090414,0.095353,0.088927,0.111353,0.100429,0.071228,0.108597,female
0.501747,0.497865,0.267552,0.237374,0.246057,0.248831,0.154011,0.176303,0.178081,0.158405,0.16385,0.169224,0.125968,0.136602,0.105894,0.138121,0.123519,0.129909,0.128291,0.111592,0.107314,0.098727,0.114815,0.108156,0.077466,0.102347,0.097832,0.105183,0.083214,0.104864,female
0.506441,0.49331,0.255031,0.259382,0.254308,0.231155,0.175106,0.176735,0.163744,0.145062,0.174332,0.164932,0.134671,0.12314,0.124679,0.134148,0.132748,0.129039,0.119541,0.101969,0.110276,0.107163,0.105739,0.09543,0.095211,0.093149,0.106922,0.101671,0.078412,0.105972,female
0.510674,0.489201,0.257973,0.262598,0.257012,0.222354,0.174341,0.182762,0.16265,0.137287,0.177516,0.1654,0.140938,0.120618,0.119068,0.138456,0.136387,0.131801,0.116947,0.09575,0.114602,0.111186,0.108779,0.092863,0.087889,0.090383,0.10984,0.10202,0.072932,0.109479,female
0.511715,0.488193,0.257272,0.26466,0.257213,0.220809,0.174329,0.183957,0.16238,0.136033,0.177533,0.165737,0.142141,0.120223,0.118012,0.139062,0.13689,0.131873,0.116239,0.095535,0.115875,0.111754,0.10842,0.09225,0.087209,0.089579,0.110731,0.102097,0.072558,0.109505,female
0.513058,0.486645,0.252284,0.272031,0.257597,0.217936,0.183834,0.182095,0.158209,0.132422,0.178847,0.164487,0.144157,0.116952,0.128858,0.135677,0.137132,0.131153,0.114482,0.091509,0.114579,0.115113,0.105885,0.090099,0.095858,0.087785,0.11083,0.100935,0.069539,0.10931,female
0.499787,0.499895,0.269073,0.232779,0.245337,0.252661,0.148699,0.178226,0.178604,0.16036,0.161992,0.172001,0.124691,0.137432,0.101073,0.140351,0.122243,0.131511,0.131464,0.111144,0.107187,0.094768,0.115757,0.109112,0.076906,0.104062,0.096299,0.107256,0.084105,0.10448,female
0.500047,0.499451,0.258823,0.246174,0.250849,0.243904,0.163759,0.1734,0.169931,0.15591,0.167883,0.16895,0.125575,0.127794,0.119566,0.134814,0.126005,0.130799,0.124098,0.111223,0.106528,0.097938,0.109717,0.099419,0.093436,0.098284,0.099673,0.104252,0.085058,0.105591,female
0.54709,0.452306,0.215302,0.34313,0.24195,0.199304,0.274098,0.152072,0.136012,0.128586,0.168964,0.140077,0.121084,0.099097,0.257009,0.110961,0.123921,0.106836,0.099153,0.08184,0.090622,0.098497,0.086577,0.075053,0.243538,0.075888,0.100037,0.082595,0.06138,0.085751,female
0.506564,0.493133,0.260461,0.2526,0.250762,0.236029,0.166567,0.179014,0.168571,0.148673,0.169969,0.167106,0.134528,0.126338,0.114395,0.137319,0.129226,0.130653,0.121819,0.105643,0.111512,0.105445,0.109589,0.098497,0.085575,0.095425,0.103219,0.103243,0.080802,0.106629,female
0.496969,0.502813,0.260703,0.239691,0.249918,0.249583,0.155289,0.174496,0.173313,0.158418,0.166246,0.172168,0.128444,0.131324,0.10518,0.135436,0.125598,0.132921,0.128751,0.112289,0.108199,0.099679,0.109768,0.10374,0.07767,0.101964,0.099531,0.106904,0.085799,0.1067,female
0.508845,0.490935,0.255246,0.261879,0.254698,0.228067,0.175603,0.180314,0.161528,0.140816,0.174614,0.167042,0.13894,0.120936,0.121799,0.136338,0.133931,0.131112,0.120075,0.096803,0.113099,0.11028,0.106059,0.094724,0.091618,0.092933,0.107722,0.102911,0.072736,0.107863,female
0.523767,0.475728,0.235625,0.296552,0.242824,0.22474,0.221871,0.159879,0.154459,0.144603,0.165453,0.153575,0.12138,0.115365,0.184388,0.121114,0.122381,0.117514,0.112583,0.10517,0.097316,0.096608,0.09698,0.090503,0.162614,0.088839,0.096832,0.093106,0.08163,0.095497,female
0.498694,0.50095,0.258767,0.244126,0.249324,0.247614,0.160193,0.174127,0.171566,0.157183,0.167119,0.169697,0.129064,0.130189,0.110776,0.134399,0.126322,0.130568,0.127454,0.111139,0.107822,0.100874,0.108777,0.10292,0.083257,0.101034,0.10036,0.104867,0.084321,0.105693,female
0.520773,0.479123,0.244284,0.291051,0.261405,0.203207,0.204114,0.180609,0.149646,0.122831,0.18571,0.157054,0.150159,0.110032,0.145304,0.132135,0.14385,0.126983,0.107568,0.083943,0.11378,0.124286,0.10184,0.083743,0.108202,0.082029,0.118744,0.096175,0.063441,0.107738,female
0.500446,0.499176,0.263803,0.241204,0.249724,0.245085,0.156611,0.178525,0.171954,0.155364,0.167254,0.170138,0.129033,0.129748,0.106424,0.139207,0.126536,0.131761,0.126494,0.110679,0.108834,0.100069,0.113388,0.101614,0.079068,0.099961,0.100161,0.105196,0.084766,0.106856,female
0.507304,0.492142,0.277399,0.234859,0.247906,0.239557,0.149736,0.184764,0.1789,0.148974,0.163655,0.173772,0.12499,0.132157,0.105716,0.148027,0.119285,0.137747,0.124502,0.107418,0.11526,0.093081,0.117285,0.099312,0.085703,0.097827,0.090598,0.105778,0.083883,0.111141,female
0.521563,0.478284,0.243339,0.29304,0.261489,0.202055,0.206378,0.180431,0.148393,0.123167,0.18632,0.155259,0.152456,0.108301,0.145211,0.131893,0.144961,0.125669,0.106451,0.085018,0.113758,0.127425,0.101156,0.082671,0.106911,0.080983,0.119437,0.09482,0.064922,0.107883,female
0.522792,0.476986,0.231621,0.306466,0.261144,0.200654,0.225198,0.171,0.14304,0.122934,0.187068,0.150684,0.147544,0.105092,0.170032,0.123517,0.143725,0.120615,0.10396,0.085457,0.106892,0.12738,0.094832,0.081123,0.130672,0.080087,0.120411,0.0916,0.064885,0.10207,female
0.503459,0.496368,0.256262,0.253806,0.253371,0.236478,0.167726,0.177548,0.165618,0.148733,0.172682,0.167636,0.134963,0.124572,0.116061,0.134811,0.13174,0.130727,0.123022,0.104061,0.110522,0.105875,0.107106,0.097723,0.087537,0.096583,0.105516,0.103414,0.078539,0.10715,female
0.51259,0.487136,0.25986,0.261299,0.253282,0.225426,0.168653,0.185967,0.164848,0.141011,0.173454,0.165973,0.14249,0.121055,0.115359,0.140014,0.132466,0.132305,0.118626,0.097607,0.11815,0.107302,0.110325,0.093287,0.086779,0.092285,0.10548,0.102436,0.074544,0.10935,female
0.496,0.503804,0.26538,0.231246,0.24404,0.259239,0.149408,0.166943,0.186915,0.168252,0.159546,0.168879,0.121904,0.137468,0.103965,0.134916,0.12147,0.128076,0.130876,0.121271,0.103445,0.095535,0.112151,0.110992,0.076277,0.105295,0.095724,0.104912,0.093848,0.10178,female
